SQL_Statement,Equivalent_Queries,Equivalent or not,Modification_Method,Original,gpt4,gpt4_type,gpt3.5,gpt3.5_type,llama3,llama3_type,mistralai,mistralai_type,gemini,gemini_type
"SELECT  [DMY]/10000 AS day1, ([DMY]%10000)/100 AS month, ([DMY]%100) AS year, [HMS]/10000 as hour, ([HMS]%10000)/100 as minute, ([HMS]%100) as second, LAT, LON, SALINITY, [OCEAN.TEMP],  day,  [file] FROM  [1057].[table_MBARI_1_sds.csv] WHERE  ISNUMERIC(DMY)<>0 AND  ISNUMERIC(HMS)<>0","SELECT  [DMY]/10000 AS day1, ([DMY]%100000)/100 AS month, ([DMY]%100) AS year, [HMS]/10000 as hour, ([HMS]%10000)/100 as minute, ([HMS]%100) as second, LAT, LON, SALINITY, [OCEAN.TEMP],  day,  [file] FROM  [1057].[table_MBARI_1_sds.csv] WHERE  ISNUMERIC(DMY)<>0 AND  ISNUMERIC(HMS)<>0",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM  [1123].[TJGR_genomic_gene.txt] Where gID = 'CGI_10000088',SELECT  * FROM  [1123].[TJGR_genmic_gene.txt] Where gID = 'CGI_10000088',Not Equivalent,Change_Table,NO,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
SELECT  * FROM  [1123].[qDOD_scaffold_sequence.txt] Where Column1 = 'scaffold29146',SELECT  * FROM  [1123].[qDOD_scaffold_sequece.txt] Where Column1 = 'scaffold29146',Not Equivalent,Change_Table,NO,NO,Change_Table,NO,Change_Table,NO,Change_Table,NO,Change_Table,NO,Change_Table
SELECT  * FROM  [1123].[OlyO transcriptome v3 swiss-prot Blast]oly left join [1123].[uniprot-reviewed_wGO_010714]up on oly.Column1=up.Entry,"SELECT * 
FROM 
    [1123].[OlyO transcriptome v3 swiss-prot Blast] oly
LEFT JOIN 
    (
        SELECT *
        FROM [1123].[uniprot-reviewed_wGO_010714]
    ) up 
ON oly.Column1 = up.Entry",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,CTEs,YES,Join_Nested,YES,Join_Nested,YES,CTEs
"SELECT [protein] AS [protein19], [protein probability] AS [protein probability19], [percent coverage] AS [percent coverage19], [tot indep spectra] AS [tot indep spectra19], [peptides] AS [peptides19] FROM  [412].[table_Prophet_2014_Sept_08_BeringSea19.prot.xls] WHERE  [tot indep spectra]>1","SELECT [protein19], [protein probability19], [percent coverage19], [tot indep spectra19], [peptides19]
FROM (
    SELECT 
        [protein] AS [protein19], 
        [protein probability] AS [protein probability19], 
        [percent coverage] AS [percent coverage19], 
        [tot indep spectra] AS [tot indep spectra19], 
        [peptides] AS [peptides19] 
    FROM [412].[table_Prophet_2014_Sept_08_BeringSea19.prot.xls]
    WHERE [tot indep spectra] > 1
) AS Subquery;",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
SELECT  * FROM  [1123].[fish546_module1_blast_table] INNER JOIN  [1123].[associations_uni_swisspro_012410] ON [1123].[fish546_module1_blast_table].SPID=[1123].[associations_uni_swisspro_012410].ID,"SELECT *
FROM [1123].[fish546_module1_blast_table], [1123].[associations_uni_swisspro_012410]
WHERE [1123].[fish546_module1_blast_table].SPID = [1123].[associations_uni_swisspro_012410].ID;",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins
"SELECT  CAST([Time] AS Datetime) AS [DateTime] ,  DATEDIFF(SECOND, {d '1970-01-01'},  CAST([Time] AS Datetime)) AS [UnixTimestamp] ,  CAST([LAT] AS VARCHAR) AS [LAT] ,  CAST([LON] AS VARCHAR) AS [LON] ,  CASE WHEN [CONDUCTIVITY] = 'NA' THEN NULL ELSE [CONDUCTIVITY] END AS [CONDUCTIVITY] ,  CAST([SALINITY] AS VARCHAR) AS [SALINITY] --  ,  CAST([OCEAN.TEMP] AS VARCHAR) AS [OCEAN.TEMP] --  ,  CAST([BULK.RED] AS VARCHAR) AS [BULK.RED] --  ,  CAST([STREAM.PRESSURE] AS VARCHAR) AS [STREAM.PRESSURE] --  ,  CAST([FILTER.PRESSURE] AS VARCHAR) AS [FILTER.PRESSURE] --  ,  CASE WHEN [MACHINE.TEMP] = 'NA' THEN NULL ELSE [MACHINE.TEMP] END AS [MACHINE.TEMP] --  ,  CAST([Xaccel] AS VARCHAR) AS [Xaccel] --  ,  CAST([Yaccel] AS VARCHAR) AS [Yaccel] --  ,  CAST([Zaccel] AS VARCHAR) AS [Zaccel] --  ,  CAST([MILLISECOND.TIMER] AS VARCHAR) AS [MILLISECOND.TIMER] --  ,  CAST([LASER.POWER] AS VARCHAR) AS [LASER.POWER] --  ,  CAST([EVENT.RATE] AS VARCHAR) AS [EVENT.RATE] --  ,  CAST([FLOW.METER] AS VARCHAR) AS [FLOW.METER] --  ,  CASE WHEN [position] = 'NA' THEN NULL ELSE [position] END AS [position] --  ,  CAST([CHL] AS VARCHAR) AS [CHL] --  ,  CAST([Light.Trans] AS VARCHAR) AS [Light.Trans] --  ,  CAST([acq.Error] AS VARCHAR) AS [acq.Error] --  ,  CAST([D1.D2] AS VARCHAR) AS [D1.D2] --  ,  CASE WHEN [PAR] = 'NA' THEN NULL ELSE [PAR] END AS [PAR] --  ,  CASE WHEN [time] = 'NA' THEN NULL ELSE [time] END AS [time] --   ,  CASE WHEN [day] = 'NA' THEN NULL ELSE [day] END AS [day] --  ,  CAST([file] AS VARCHAR) AS [file] --  ,  CASE WHEN [DMY] = 'NA' THEN NULL ELSE [DMY] END AS [DMY] --  ,  CASE WHEN [HMS] = 'NA' THEN NULL ELSE [HMS] END AS [HMS] FROM  [1059].[sds.tab] --ORDER BY  [UnixTimestamp] ASC","WITH CleanedData AS (
    SELECT 
        CAST([Time] AS Datetime) AS [DateTime],
        DATEDIFF(SECOND, {d '1970-01-01'}, CAST([Time] AS Datetime)) AS [UnixTimestamp],
        CAST([LAT] AS VARCHAR) AS [LAT],
        CAST([LON] AS VARCHAR) AS [LON],
        CASE WHEN [CONDUCTIVITY] = 'NA' THEN NULL ELSE [CONDUCTIVITY] END AS [CONDUCTIVITY],
        CAST([SALINITY] AS VARCHAR) AS [SALINITY],
        CAST([OCEAN.TEMP] AS VARCHAR) AS [OCEAN.TEMP],
        CAST([BULK.RED] AS VARCHAR) AS [BULK.RED],
        CAST([STREAM.PRESSURE] AS VARCHAR) AS [STREAM.PRESSURE],
        CAST([FILTER.PRESSURE] AS VARCHAR) AS [FILTER.PRESSURE],
        CASE WHEN [MACHINE.TEMP] = 'NA' THEN NULL ELSE [MACHINE.TEMP] END AS [MACHINE.TEMP],
        CAST([Xaccel] AS VARCHAR) AS [Xaccel],
        CAST([Yaccel] AS VARCHAR) AS [Yaccel],
        CAST([Zaccel] AS VARCHAR) AS [Zaccel],
        CAST([MILLISECOND.TIMER] AS VARCHAR) AS [MILLISECOND.TIMER],
        CAST([LASER.POWER] AS VARCHAR) AS [LASER.POWER],
        CAST([EVENT.RATE] AS VARCHAR) AS [EVENT.RATE],
        CAST([FLOW.METER] AS VARCHAR) AS [FLOW.METER],
        CASE WHEN [position] = 'NA' THEN NULL ELSE [position] END AS [position],
        CAST([CHL] AS VARCHAR) AS [CHL],
        CAST([Light.Trans] AS VARCHAR) AS [Light.Trans],
        CAST([acq.Error] AS VARCHAR) AS [acq.Error],
        CAST([D1.D2] AS VARCHAR) AS [D1.D2],
        CASE WHEN [PAR] = 'NA' THEN NULL ELSE [PAR] END AS [PAR],
        CASE WHEN [time] = 'NA' THEN NULL ELSE [time] END AS [time],
        CASE WHEN [day] = 'NA' THEN NULL ELSE [day] END AS [day],
        CAST([file] AS VARCHAR) AS [file],
        CASE WHEN [DMY] = 'NA' THEN NULL ELSE [DMY] END AS [DMY],
        CASE WHEN [HMS] = 'NA' THEN NULL ELSE [HMS] END AS [HMS]
    FROM 
        [1059].[sds.tab]
)
SELECT *
FROM CleanedData
-- Optionally, you can include ORDER BY [UnixTimestamp] ASC if needed",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT  [Saito_Id] ,  CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins] ,  CASE WHEN [Accession] = '#N/A' THEN NULL ELSE [Accession] END AS [Accession] ,  CASE WHEN [BLAST_NR ANNOTATION] = '#N/A' THEN NULL ELSE [BLAST_NR ANNOTATION] END AS [Accession] ,  [BLAST NR OR GANISM] ,  [BLAST Microbial P col1] ,  [BLAST Microbial P col2] ,  [Molecular Weight] ,  [(G13) S1-15m] ,  [(G14)-S1-40m] ,  [(G15)-S1-70m] ,  [(G10)-S4-45m] ,  [(G11)-S4-65m] ,  [(G2)-S8-33m] ,  [(G3)-S8-70m] ,  [(G6)-S6-15m] ,  [(G7)-S6-45m] FROM  [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]","SELECT 
    [Saito_Id],
    [Identified Proteins],
    [Accession],
    [BLAST_NR ANNOTATION],
    [BLAST NR OR GANISM],
    [BLAST Microbial P col1],
    [BLAST Microbial P col2],
    [Molecular Weight],
    [(G13) S1-15m],
    [(G14)-S1-40m],
    [(G15)-S1-70m],
    [(G10)-S4-45m],
    [(G11)-S4-65m],
    [(G2)-S8-33m],
    [(G3)-S8-70m],
    [(G6)-S6-15m],
    [(G7)-S6-45m]
FROM (
    SELECT
        [Saito_Id],
        CASE WHEN [Identified Proteins] = '#N/A' THEN NULL ELSE [Identified Proteins] END AS [Identified Proteins],
        CASE WHEN [Accession] = '#N/A' THEN NULL ELSE [Accession] END AS [Accession],
        CASE WHEN [BLAST_NR ANNOTATION] = '#N/A' THEN NULL ELSE [BLAST_NR ANNOTATION] END AS [BLAST_NR ANNOTATION],
        [BLAST NR OR GANISM],
        [BLAST Microbial P col1],
        [BLAST Microbial P col2],
        [Molecular Weight],
        [(G13) S1-15m],
        [(G14)-S1-40m],
        [(G15)-S1-70m],
        [(G10)-S4-45m],
        [(G11)-S4-65m],
        [(G2)-S8-33m],
        [(G3)-S8-70m],
        [(G6)-S6-15m],
        [(G7)-S6-45m]
    FROM [446].[table_Saito_GEOMICS1D_SubsurfaceProteins_withprelimcounts.csv]
) AS SubQuery",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [101B_2_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_01.txt].proteinCG2_01 LEFT JOIN  [101B_2_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_02.txt].proteinCG2_02 LEFT JOIN  [101B_2_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_03.txt].proteinCG2_03 LEFT JOIN  [101B_5_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_01.txt].proteinCG5_01 LEFT JOIN  [101B_5_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_02.txt].proteinCG5_02 LEFT JOIN  [101B_5_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_03.txt].proteinCG5_03 LEFT JOIN  [101B_8_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_01.txt].proteinCG8_01 LEFT JOIN  [101B_8_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_02.txt].proteinCG8_02,SELECT  * FROM  [412].[all sequenced proteins all treatments.txt] LEFT JOIN  [101B_2_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_01.txt].proteinCG2_01 LEFT JOIN  [101B_2_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_02.txt].proteinCG2_02 LEFT JOIN  [101B_2_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_2_03.txt].proteinCG2_03 LEFT JOIN  [101B_5_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_01.txt].proteinCG5_01 INNER JOIN  [101B_5_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_02.txt].proteinCG5_02 LEFT JOIN  [101B_5_03.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_5_03.txt].proteinCG5_03 LEFT JOIN  [101B_8_01.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_01.txt].proteinCG8_01 LEFT JOIN  [101B_8_02.txt] ON [all sequenced proteins all treatments.txt].[All Proteins]=[101B_8_02.txt].proteinCG8_02,Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
"SELECT  [time],  attenuation FROM ( SELECT  [time],  attenuation FROM [1059].[CSTAR_VIEW] ) AS subbie","SELECT [time], attenuation
FROM [1059].[CSTAR_VIEW];",Equivalent,Simplification,YES,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification
"SELECT  GeneModel,  UniqueProteinId,  InterproEntry,  InterPro_desc,  count(*) FROM  [826].[FracyInterProScan_noNULL] GROUP BY  GeneModel,  UniqueProteinId,  InterproEntry,  InterPro_desc","SELECT  GeneModel,  UniqueProteinId,  InterproEntry,  InterPro_desc,  count(*) FROM  [826].[FracyInterProScan_noNULL] GROUP BY  GeneModel,  UniqueProteinId, InterPro_desc",Not Equivalent,Group_by_Criteria,NO,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Group_by_Criteria
"SELECT  sql_query,  sql_query_hash,  x_col_name,  y_col_name ,  vizlet_type,  count(*) as score FROM  [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv] WHERE  action = 'promote' GROUP BY  sql_query,  sql_query_hash,  x_col_name,  y_col_name ,  vizlet_type","SELECT 
    sub.sql_query, 
    sub.sql_query_hash, 
    sub.x_col_name, 
    sub.y_col_name, 
    sub.vizlet_type, 
    COUNT(*) as score
FROM (
    SELECT 
        sql_query, 
        sql_query_hash, 
        x_col_name, 
        y_col_name, 
        vizlet_type
    FROM 
        [1307].[vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv]
    WHERE 
        action = 'promote'
) AS sub
GROUP BY 
    sub.sql_query, 
    sub.sql_query_hash, 
    sub.x_col_name, 
    sub.y_col_name, 
    sub.vizlet_type;",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
"SELECT  'arboretum' as datasource ,  Obs_id ,  NULL as species_code ,  species as common_name ,  NULL as scientific_name ,  q as questionable ,  st as state ,  Co as county ,  convert(datetime,  [date]) as date","SELECT  'arbortum' as datasource ,  Obs_id ,  NULL as species_code ,  species as common_name ,  NULL as scientific_name ,  q as questionable ,  st as state ,  Co as county ,  convert(datetime,  [date]) as date",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,YES,Value_Change
SELECT  * FROM  [188].[table_ec_pathway.csv] where ec_number is null,"WITH FilteredEC AS (
    SELECT *
    FROM [188].[table_ec_pathway.csv]
    WHERE ec_number IS NULL
)
SELECT * FROM FilteredEC;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT  LAT,  LON,  [file],  [OCEAN.TEMP],  SALINITY,  day,  [BULK.RED], convert(date,  DMY,  101) as DMY, convert(date,  HMS,  103) as HMS FROM  [1057].[Thompson4_sds.tab]","SELECT sub.LAT, sub.LON, sub.[file], sub.[OCEAN.TEMP], sub.SALINITY, sub.day, sub.[BULK.RED], sub.DMY, sub.HMS
FROM (
    SELECT 
        LAT, 
        LON, 
        [file], 
        [OCEAN.TEMP], 
        SALINITY, 
        day, 
        [BULK.RED], 
        CONVERT(date, DMY, 101) as DMY, 
        CONVERT(date, HMS, 103) as HMS 
    FROM [1057].[Thompson4_sds.tab]
) AS sub;",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
"SELECT  TOP 10 a.fullname,  count(*) as c FROM   [1143].[author] a, [1143].[authored] b, [1143].[inproceedings] p WHERE  a.fullname = b.fullname and b.pubID = p.id and p.booktitle='NSDI' and not exists (SELECT  * FROM  [1143].[authored] b2, [1143].[inproceedings] p2 WHERE  a.fullname = b2.fullname and b2.pubID = p2.id and p2.booktitle='SIGCOMM') GROUP BY  a.fullname ORDER BY  c DESC","SELECT  TOP 100 a.fullname,  count(*) as c FROM   [1143].[author] a, [1143].[authored] b, [1143].[inproceedings] p WHERE  a.fullname = b.fullname and b.pubID = p.id and p.booktitle='NSDI' and not exists (SELECT  * FROM  [1143].[authored] b2, [1143].[inproceedings] p2 WHERE  a.fullname = b2.fullname and b2.pubID = p2.id and p2.booktitle='SIGCOMM') GROUP BY  a.fullname ORDER BY  c DESC",Not Equivalent,Change_Sorting_Limiting,NO,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting,NO,Change_Sorting_Limiting
"SELECT  one.pdb_id,  one.res_type,  two.res_type FROM  [1267].[h2_w_nogaps_2.csv] one,  [1267].[h2_w_nogaps_2.csv] two WHERE  one.pdb_id = two.pdb_id   AND  one.chain = two.chain AND  one.res_index = two.res_index + 1 AND  (two.res_surface_area_ratio > 0.3   OR  one.res_surface_area_ratio > 0.3)","SELECT 
    one.pdb_id, 
    one.res_type, 
    two.res_type 
FROM 
    [1267].[h2_w_nogaps_2.csv] one
JOIN (
    SELECT 
        pdb_id, 
        chain, 
        res_index, 
        res_type, 
        res_surface_area_ratio
    FROM 
        [1267].[h2_w_nogaps_2.csv]
) two ON one.pdb_id = two.pdb_id 
       AND one.chain = two.chain 
       AND one.res_index = two.res_index + 1
WHERE 
    one.res_surface_area_ratio > 0.3 OR 
    two.res_surface_area_ratio > 0.3",Equivalent,Join_Nested,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested
SELECT  * FROM  [412].[protpeps] LEFT JOIN  [prot data all] --could use join ON [protpeps].[peptide sequence]=[prot data all].[peptide sequence],"SELECT p.*, 
       CASE 
           WHEN EXISTS (
               SELECT 1 
               FROM [prot data all] d 
               WHERE p.[peptide sequence] = d.[peptide sequence]
           ) THEN 'Exists'
           ELSE 'Does not exist'
       END AS MatchFound
FROM [412].[protpeps] p",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Join_Order,NO,Join_Order,NO,Join_Order
"SELECT  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH,  COUNT(*) FROM  [372].[flights09] GROUP BY  ORIGIN,  DEST, TAIL_NUM, FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH","SELECT  ORIGIN,  DEST,  TAIL_NUM,  FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH,  COUNT(*) FROM  [372].[flights09] GROUP BY  ORIGIN,  DEST, FL_NUM,  YEAR,  MONTH,  DAY_OF_MONTH",Not Equivalent,Group_by_Criteria,NO,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Group_by_Criteria
"WITH  tmp AS (SELECT  stations.*, underway.* FROM  [446].[Underway_GeoMICS.csv] underway JOIN  [446].[Stations] stations ON sqrt( power(stations.[Latitude..Decimal.deg.] - underway.[lat.degN], 2) + power(stations.[Longitude..Decimal.deg.] - underway.[long.degW]-360, 2)) < 0.1) SELECT  DISTINCT Station FROM  tmp","SELECT DISTINCT Station 
FROM [446].[Underway_GeoMICS.csv] underway
JOIN [446].[Stations] stations
ON sqrt(power(stations.[Latitude..Decimal.deg.] - underway.[lat.degN], 2) +
        power(stations.[Longitude..Decimal.deg.] - underway.[long.degW] - 360, 2)) < 0.1;",Equivalent,Simplification,YES,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification
SELECT  sum(Total_Amount_of_Payment_USDollars) FROM  [1079].[OPPR_ALL_DTL_GNRL_093020141.csv],SELECT  count(Total_Amount_of_Payment_USDollars) FROM  [1079].[OPPR_ALL_DTL_GNRL_093020141.csv],Not Equivalent,Aggregate_Function,NO,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function
"SELECT  * FROM  [ssgcid_EC_map] WHERE  ec_number in ('5.3.3.4', '5.4.99.14', '5.5.1.7')","SELECT  * FROM  [ssgcid_EC_map] WHERE  ec_number in ('5.3.3.4', '5.4.9.14', '5.5.1.7')",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,YES,Value_Change
"SELECT query 
FROM [sqlshare].[1385_query_log] 
WHERE status = 'success' 
AND (query LIKE '%( select%' OR query LIKE '%(select%')","SELECT query
FROM [sqlshare].[1385_query_log] outer_query
WHERE status = 'success'
AND EXISTS (
    SELECT 1
    FROM [sqlshare].[1385_query_log] inner_query
    WHERE inner_query.id = outer_query.id
      AND (inner_query.query LIKE '%( select%' OR inner_query.query LIKE '%(select%')
)",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,NO,Condition_EXISTs,YES,Condition_EXISTs
"SELECT  GO.*,  KEGG.*  FROM  [826].[Psemu1_GO_TranscriptIds_added.tab.txt] GO left outer join [826].[table_Psemu1_KEGG_TranscriptIds_added.tab.txt] KEGG on GO.transcriptId = KEGG.transcriptId","SELECT  GO.*,  KEGG.*  FROM  [826].[Psemu1_GO_TranscriptIds_added.tab.txt] GO right outer join [826].[table_Psemu1_KEGG_TranscriptIds_added.tab.txt] KEGG on GO.transcriptId = KEGG.transcriptId",Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,YES,Explicit_Implicit_Joins
SELECT  * FROM  [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)] where CGI_ID like 'CGI_10027416',"SELECT 
    *,
    CASE 
        WHEN CGI_ID LIKE 'CGI_10027416' THEN 'Match Found'
        ELSE 'No Match'
    END AS Match_Status
FROM 
    [1123].[qDOD Cgigas Gene Descriptions (Swiss-prot)]
WHERE 
    CGI_ID LIKE 'CGI_10027416';",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Adding_Removing_Select_Column,YES,Case_Statement
SELECT  * FROM  [1017].[matched_DEGs_IFheads_2] where heads='~FBgn',SELECT  * FROM  [1017].[matched_DEGs_IFheads_2] where heads='FBgn',Not Equivalent,Value_Change,NO,YES,Value_Change,YES,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM  [1267].[cph2_w_1.csv] WHERE  gaps = 0,"WITH FilteredData AS (
    SELECT *
    FROM [1267].[cph2_w_1.csv]
    WHERE gaps = 0
)
SELECT * FROM FilteredData;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"SELECT  floor(latitude/0.7)*0.7 as latbin ,  floor(longitude/0.7)*0.7 as lonbin ,  floor(0.12/0.7)*0.7 ,  species FROM  [690].[All3col]","SELECT  floor(latitude/0.7)*0.7 as latbin ,  floor(longitude/0.7)*0.8 as lonbin ,  floor(0.12/0.7)*0.7 ,  species FROM  [690].[All3col]",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
"SELECT  Distinct A0A000 as SPID, ""GO:0003824"" as GOID FROM  [354].[SPID_GOnumber.txt]","SELECT DISTINCT A0A000 as SPID, 'GO:0003824' as GOID
FROM [354].[SPID_GOnumber.txt] AS outer_tbl
WHERE EXISTS (
    SELECT 1
    FROM [354].[SPID_GOnumber.txt] AS inner_tbl
    WHERE inner_tbl.SPID = outer_tbl.SPID
);",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs
"select pathway_name,  s.genus,  count(distinct ec.ec_number) from [ec_pathway.csv] ec join [ssgcid_EC_map] s on (s.""EC Numbers"" = ec.ec_number) where pathway_name is not null group by pathway_name,  s.genus","SELECT 
    pathway_name, 
    s.genus, 
    COUNT(DISTINCT ec.ec_number) 
FROM 
    [ec_pathway.csv] ec, [ssgcid_EC_map] s
WHERE 
    s.""EC Numbers"" = ec.ec_number 
    AND pathway_name IS NOT NULL
GROUP BY 
    pathway_name, 
    s.genus;",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins
select count(*) from 1385s,select sum(*) from 1385s,Not Equivalent,Aggregate_Function,NO,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function
"SELECT  vizlet_type,  avg(score) ,  avg(x_kurtosis),  avg(y_kurtosis) ,  avg(x_coeff_var),  avg(y_coeff_var) ,  avg(x_gap_variance) ,  avg(x_unique_ratio) FROM  [1314howe].[Vizlet Scores and Features] WHERE  score > 0 GROUP BY  vizlet_type","SELECT 
    vizlet_type, 
    AVG(score) AS avg_score, 
    AVG(x_kurtosis) AS avg_x_kurtosis, 
    AVG(y_kurtosis) AS avg_y_kurtosis, 
    AVG(x_coeff_var) AS avg_x_coeff_var, 
    AVG(y_coeff_var) AS avg_y_coeff_var, 
    AVG(x_gap_variance) AS avg_x_gap_variance, 
    AVG(x_unique_ratio) AS avg_x_unique_ratio
FROM (
    SELECT 
        vizlet_type, 
        score, 
        x_kurtosis, 
        y_kurtosis, 
        x_coeff_var, 
        y_coeff_var, 
        x_gap_variance, 
        x_unique_ratio
    FROM 
        [1314howe].[Vizlet Scores and Features]
    WHERE 
        score > 0
) AS Subquery
GROUP BY 
    vizlet_type;",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
SELECT  * FROM  [1057].[table_sds_2.tab],"WITH CTE_Table AS (
    SELECT * FROM [1057].[table_sds_2.tab]
)
SELECT * FROM CTE_Table;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
SELECT  * FROM  [412].[cddannot.txt] where [CD accession] like 'cd05047',"SELECT *
FROM [412].[cddannot.txt] AS main
WHERE EXISTS (
    SELECT 1
    FROM [412].[cddannot.txt] AS sub
    WHERE sub.[CD accession] LIKE 'cd05047'
      AND sub.[CD accession] = main.[CD accession]
);",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs
