SQL_Statement,Modified_Statements,Syntax_Error_sdss,Missing_type_sdss,Missing_word_sdss,Missing Element(Generalization),Missing_position_sdss
"DECLARE @MaxZSep float set @MaxZSep=0.001; 
DECLARE @MaxZ float set @MaxZ=0.0576502;
DECLARE @ConvFact float set @ConvFact=3437.746771; 
DECLARE @IsoDistMPC float set @IsoDistMPC=0.05; 
DECLARE @Coef float set @Coef=@IsoDistMPC*@ConvFact 
SELECT mga.plateifu, mga.MGS_ra AS MGS_ra, mga.MGS_dec AS MGS_dec, mga.MGS_z as MGS_z, n.objid as NGB_Id, n.distance as NGB_DistAM, ABS(mga.MGS_z-s.z) as Zsep, p.ra AS NGB_ra, p.dec AS NGB_dec, s.z as NGB_z, s.zWarning, s.class, s.subClass, ms.logMass_noMassLoss
FROM MyDB.MaNGA_Non_AGN AS mga
  OUTER APPLY dbo.fGetNearbyObjEq(mga.MGS_ra, mga.MGS_dec, @Coef/dbo.fCosmoDa(mga.MGS_z,0.27,0.73,0,-1,0.73)) AS n
LEFT JOIN PhotoObj AS p ON n.objid=p.objid
LEFT JOIN SpecObj s ON n.objid=s.bestObjID
LEFT JOIN stellarMassStarformingPort ms ON ms.specObjID = s.specObjID
WHERE mga.MGS_z > 0 
AND (s.class = 'GALAXY' OR s.class = 'QSO') 
ORDER BY mga.plateifu","DECLARE @MaxZSep float set @MaxZSep=0.001; 
DECLARE @MaxZ float set @MaxZ=0.0576502;
DECLARE @ConvFact float set @ConvFact=3437.746771; 
DECLARE @IsoDistMPC float set @IsoDistMPC=0.05; 
DECLARE @Coef float set @Coef=@IsoDistMPC*@ConvFact 
SELECT mga.plateifu, mga.MGS_ra AS MGS_ra, mga.MGS_dec AS MGS_dec, mga.MGS_z as MGS_z, n.objid as NGB_Id, n.distance as NGB_DistAM, ABS(mga.MGS_z-s.z) as Zsep, p.ra AS NGB_ra, p.dec AS NGB_dec, s.z as NGB_z, s.zWarning, s.class, s.subClass, ms.logMass_noMassLoss
FROM MyDB.MaNGA_Non_AGN AS 
  OUTER APPLY dbo.fGetNearbyObjEq(mga.MGS_ra, mga.MGS_dec, @Coef/dbo.fCosmoDa(mga.MGS_z,0.27,0.73,0,-1,0.73)) AS n
LEFT JOIN PhotoObj AS p ON n.objid=p.objid
LEFT JOIN SpecObj s ON n.objid=s.bestObjID
LEFT JOIN stellarMassStarformingPort ms ON ms.specObjID = s.specObjID
WHERE mga.MGS_z > 0 
AND (s.class = 'GALAXY' OR s.class = 'QSO') 
ORDER BY mga.plateifu",YES,Missing Alias,mga,Alias,62
"SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=7290 AND s.mjd=57073 AND s.fiberid=817)","DISTINCT s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=7290 AND s.mjd=57073 AND s.fiberid=817)",YES,Missing Keyword,SELECT,SELECT,1
"select  _x000D_
	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip, _x000D_
	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax, _x000D_
	r.mu, r.nu, r.incl, r.node,_x000D_
	r.a, r.b, r.c, r.d, r.e, r.f, _x000D_
	f.quality,_x000D_
	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u,_x000D_
	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g,_x000D_
	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r,_x000D_
	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i,_x000D_
	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,_x000D_ dbo.fGetUrlFitsCFrame(f.fieldId,'u') as u_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'g') as g_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'r') as r_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'i') as i_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'z') as z_url_x000D_
  from dbo.fGetNearbyFrameEq(88.572453,-80.44589,8.99999961853027,0) n, Frame r, Field f_x000D_
  where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=0_x000D_
","select  _x000D_
	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip, _x000D_
	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax, _x000D_
	r.mu, r.nu, r.incl, r.node,_x000D_
	r.a, r.b, r.c, r.d, r.e, r.f, _x000D_
	f.quality,_x000D_
	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u,_x000D_
	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g,_x000D_
	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r,_x000D_
	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i,_x000D_
	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,_x000D_
  dbo.fGetUrlFitsCFrame(f.fieldId,'u') as u_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'g') as g_url,_x000D_
	(f.fieldId,'r') as r_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'i') as i_url,_x000D_
	dbo.fGetUrlFitsCFrame(f.fieldId,'z') as z_url_x000D_
  from dbo.fGetNearbyFrameEq(88.572453,-80.44589,8.99999961853027,0) n, Frame r, Field f_x000D_
  where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=0_x000D_",YES,Missing Table,dbo.fGetUrlFitsCFrame,Table Name,60
"SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll AS s ON p.objID = s.bestObjID WHERE (s.plate=398 AND s.mjd=51789 AND s.fiberid=594)","SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll  p JOIN SpecObjAll AS s ON p.objID = s.bestObjID WHERE (s.plate=398 AND s.mjd=51789 AND s.fiberid=594)",NO,N/A,N/A,N/A,0
"select top 1 p.objid, s.z, s.zerr, s.class, s.zwarning from photoobj as p join specobj as s on s.bestobjid = p.objid where p.objid=1237664339325878882","select top 1 p.objid, s.z, s.zerr, s.class, s.zwarning from photoobj as p specobj as s on s.bestobjid = p.objid where p.objid=1237664339325878882",YES,Missing Keyword,join,JOIN,13
"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=1452 AND p.camcol=1 AND p.field=59 AND p.rerun=301)","SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS  WHERE (p.run=1452 AND p.camcol=1 AND p.field=59 AND p.rerun=301)",YES,Missing Alias,p,alias,13
" SELECT TOP 500 ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM PhotoObJ WHERE ra BETWEEN 227.12910 AND 227.41500 AND dec BETWEEN 52.45760 AND 52.63079 AND z>15.2 AND z<19.2 AND err_z<0.1 AND clean=1 ORDER BY z "," SELECT TOP 500 ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM PhotoObJ WHERE ra BETWEEN 227.12910 AND 227.41500 AND dec BETWEEN 52.45760 AND 52.63079 AND z>15.2 AND z19.2 AND err_z<0.1 AND clean=1 ORDER BY z ",YES,Missing Comparison,<,Comparison Operator,22
"select top 1 p.objid, s.z, s.zerr, s.class, s.zwarning from photoobj as p join specobj as s on s.bestobjid = p.objid where p.objid=1237654652570239687","select top 1 p.objid, s.z, s.zerr, s.class, s.zwarning from photoobj as p join specobj as s on s.bestobjid = p.objid where p.objid=1237654652570239687",NO,N/A,N/A,N/A,0
"SELECT TOP 20000 p.objid,
 p.run, p.rerun, p.camcol, p.field, p.obj,
 p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
 p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
 FROM fGetNearbyObjEq(165.909234340138,-23.4821116580725,12.7221609390468) n, PhotoPrimary p
 WHERE n.objID=p.objID AND p.u between 0 AND 22","SELECT TOP 20000 p.objid, p.run, p.rerun, p.camcol, , p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z, p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z FROM fGetNearbyObjEq(165.909234340138,-23.4821116580725,12.7221609390468) n, PhotoPrimary p WHERE n.objID=p.objID AND p.u between 0 AND 22",YES,Missing Column,p.obj,Column Name,8
"SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=9430 AND s.mjd=58112 AND s.fiberid=143)","SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate= AND s.mjd=58112 AND s.fiberid=143)",YES,Missing Value,9430,Value,19
select top 100 * from [MyTable] where id>100,select top 100 *  [MyTable] where id>100,YES,Missing Keyword,from,FROM,5
"SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=1161 AND s.mjd=52703 AND s.fiberid=322)","SELECT DISTINCT s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID s.bestObjID WHERE (s.plate 1161 AND s.mjd=52703 AND s.fiberid=322)",YES,Missing Comparison,=',Comparison Operator,16
"select name, type from DBObjects where type='F' and access='U' and name NOT IN ('LoadEvents', 'QueryResults') order by name","select name, type from DBObjects where type='F'  access='U' and name NOT IN ('LoadEvents', 'QueryResults') order by name",YES,Missing Keyword,and,AND,11
"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr4/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ","SELECT  top  '<a target=INFO href=http://skyserver.sdss.org/dr4/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ",YES,Missing Value,1,Value,3
"select name, type from DBObjects where type='V' and name NOT IN ('LoadEvents', 'QueryResults') order by name","select name, type from DBObjects where type 'V' and name NOT IN ('LoadEvents', 'QueryResults') order by name",YES,Missing Comparison,=',Comparison Operator,8
select * from Field where fieldId=  0x112d132920800000,"select * from Field where fieldId=  ",YES,Missing Value,0x112d132920800000,Value,8
"select 
	r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip, 
	r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax, 
	r.mu, r.nu, r.incl, r.node,
	r.a, r.b, r.c, r.d, r.e, r.f, 
	f.quality,
	f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u,
	f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g,
	f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r,
	f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i,
	f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,
  dbo.fGetUrlFitsCFrame(f.fieldId,'u') as u_url,
	dbo.fGetUrlFitsCFrame(f.fieldId,'g') as g_url,
	dbo.fGetUrlFitsCFrame(f.fieldId,'r') as r_url,
	dbo.fGetUrlFitsCFrame(f.fieldId,'i') as i_url,
	dbo.fGetUrlFitsCFrame(f.fieldId,'z') as z_url
  from dbo.fGetNearbyFrameEq(3,3,8.69999961853027,0) n, Frame r, Field f
  where f.fieldId=r.fieldId and r.fieldId=n.fieldId and r.zoom=0","select r.run, r.rerun, r.camcol, r.field, f.fieldId, r.stripe, r.strip, 
r.ra, r.dec, r.raMin, r.raMax, r.decMin, r.decMax, 
r.mu, r.nu, r.incl, r.node,
r.a, r.b, r.c, r.d, r.e, r.f, 
f.quality,
f.a_u, f.b_u, f.c_u, f.d_u, f.e_u, f.f_u,
f.a_g, f.b_g, f.c_g, f.d_g, f.e_g, f.f_g,
f.a_r, f.b_r, f.c_r, f.d_r, f.e_r, f.f_r,
f.a_i, f.b_i, f.c_i, f.d_i, f.e_i, f.f_i,
f.a_z, f.b_z, f.c_z, f.d_z, f.e_z, f.f_z,
dbo.fGetUrlFitsCFrame(f.fieldId,'u') as u_url,
dbo.fGetUrlFitsCFrame(f.fieldId,'g') as g_url,
dbo.fGetUrlFitsCFrame(f.fieldId,'r') as r_url,
dbo.fGetUrlFitsCFrame(f.fieldId,'i') as i_url,
dbo.fGetUrlFitsCFrame(f.fieldId,'z') as z_url
from dbo.fGetNearbyFrameEq(3,3,8.69999961853027,0) n, Frame r, Field f
where f.fieldId r.fieldId and r.fieldId = n.fieldId and r.zoom = 0",YES,Missing Comparison,=',Comparison Operator,139
"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr7/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ","SELECT top 1 '<a target=INFO href=http://skyserver.sdss.org/dr7/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
p.run, p.rerun, p.camcol, p.field, p.obj,
p.type, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z,
p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z
FROM fGetNearbyObjEq(195,2.5,0.5) PhotoPrimary p
WHERE fGetNearbyObjEq(195,2.5,0.5).objID = p.objID",YES,Missing Alias,n,alias,52
"select name,ucd from dbcolumns where tablename = 'photoobjall' and ( name like 'OBJID' or  name like 'RA' or  name like 'DEC' or  name like 'TYPE' or  name like 'U' or  name like 'G' or  name like 'R' or  name like 'I' or  name like 'Z' or  name like 'ERR_U' or  name like 'ERR_G' or  name like 'ERR_R' or  name like 'ERR_I' or  name like 'ERR_Z' or  name like 'PSFMAG_U' or  name like 'PSFMAGERR_U' or  name like 'PSFMAG_G' or  name like 'PSFMAGERR_G' or  name like 'PSFMAG_R' or  name like 'PSFMAGERR_R' or  name like 'PSFMAG_I' or  name like 'PSFMAGERR_I' or  name like 'PSFMAG_Z' or  name like 'PSFMAGERR_Z')","select name, ucd from dbcolumns where tablename 'photoobjall' and (
name like 'OBJID' or name like 'RA' or name like 'DEC' or name like 'TYPE' or name like 'U' or name like 'G' or name like 'R' or name like 'I' or name like 'Z' or name like 'ERR_U' or name like 'ERR_G' or name like 'ERR_R' or name like 'ERR_I' or name like 'ERR_Z' or name like 'PSFMAG_U' or name like 'PSFMAGERR_U' or name like 'PSFMAG_G' or name like 'PSFMAGERR_G' or name like 'PSFMAG_R' or name like 'PSFMAGERR_R' or name like 'PSFMAG_I' or name like 'PSFMAGERR_I' or name like 'PSFMAG_Z' or name like 'PSFMAGERR_Z')",YES,Missing Comparison,=',Comparison Operator,8
"select name,ucd from dbcolumns where tablename = 'photoobjall' and ( name like 'OBJID' or  name like 'RA' or  name like 'DEC' or  name like 'TYPE' or  name like 'U' or  name like 'G' or  name like 'R' or  name like 'I' or  name like 'Z' or  name like 'ERR_U' or  name like 'ERR_G' or  name like 'ERR_R' or  name like 'ERR_I' or  name like 'ERR_Z' or  name like 'PSFMAG_U' or  name like 'PSFMAGERR_U' or  name like 'PSFMAG_G' or  name like 'PSFMAGERR_G' or  name like 'PSFMAG_R' or  name like 'PSFMAGERR_R' or  name like 'PSFMAG_I' or  name like 'PSFMAGERR_I' or  name like 'PSFMAG_Z' or  name like 'PSFMAGERR_Z')","select name,ucd from dbcolumns where tablename = 'photoobjall' and ( name like 'OBJID' or  name like 'RA' or  name like 'DEC' or  name like 'TYPE' or  name like 'U' or  name like 'G' or  name like 'R' or  name like 'I' or  name like 'Z' or  name like 'ERR_U' or  name like 'ERR_G' or  name like 'ERR_R' or  name like 'ERR_I' or  name like 'ERR_Z' or  name like 'PSFMAG_U' or  name like 'PSFMAGERR_U' or  name like 'PSFMAG_G' or  name like 'PSFMAGERR_G' or  name like 'PSFMAG_R' or  name like 'PSFMAGERR_R' or  name like 'PSFMAG_I' or  name like 'PSFMAGERR_I' or  name like 'PSFMAG_Z' or  name like 'PSFMAGERR_Z')",NO,N/A,N/A,N/A,0
"select * from zooMonochromeBias where objid =1237656593887657996  ","select * from zooMonochromeBias where objid 1237656593887657996  ",YES,Missing Comparison,=',Comparison Operator,8
"SELECT  top 1 '<a target=INFO href=http://cas.sdss.org/dr4/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ","SELECT  top 1 '<a target=INFO href=http://cas.sdss.org/dr4/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ",NO,N/A,N/A,N/A,0
"SELECT  '<a target=INFO href=../../../en/tools/explore/summary.aspx?apid=' + cast(p.apstar_id as varchar(40)) + '>' + cast(p.apstar_id as varchar(40)) + '</a>' as apstar_id,
   p.apogee_id,p.ra, p.dec, p.glon, p.glat,
   p.vhelio_avg,p.vscatter,
   a.teff,a.logg,a.metals
   FROM apogeeStar p
   JOIN fGetNearbyApogeeStarEq(195,2.5,0.5) n on p.apstar_id=n.apstar_id
   JOIN aspcapStar a on a.apstar_id = p.apstar_id","SELECT  '<a target=INFO href=../../../en/tools/explore/summary.aspx?apid=' + cast(p.apstar_id as varchar(40)) + '>' + cast(p.apstar_id as varchar(40)) + '</a>' as apstar_id,
   p.apogee_id,p.ra, p.dec, p.glon, p.glat,
   p.vhelio_avg,p.vscatter,
   a.teff,a.logg,a.metals
   FROM apogeeStar p
   JOIN fGetNearbyApogeeStarEq(195,2.5,0.5) n on p.apstar_id=n.apstar_id
   JOIN aspcapStar a on a.apstar_id = p.apstar_id",NO,N/A,N/A,N/A,0
"select name, type from DBObjects where name like '%Constants%' or name like '%Defs%' order by name","select name, type from DBObjects where name like  or name like '%Defs%' order by name",YES,Missing Value,%Constants%',Value,9
"select name, type from DBObjects where type='U' and access='U' and name NOT IN ('LoadEvents', 'QueryResults') order by name","select name, type from DBObjects where type 'U' and access='U' and name NOT IN ('LoadEvents', 'QueryResults') order by name",YES,Missing Comparison,=',Comparison Operator,8
"select description from DBObjects where name='PhotoTag'  ","select description from DBObjects where name=  ",YES,Missing Value,PhotoTag',Value,8
"select text from DBObjects where name='PhotoTag'  ","select text from DBObjects where name 'PhotoTag'  ",YES,Missing Comparison,=',Comparison Operator,7
"select * from dbo.fDocColumns('PhotoTag')  ","select * from dbo.fDocColumns('PhotoTag')  ",NO,N/A,N/A,N/A,0
"select * from XCRedshift where specObjId=0x010ac9ae5fc00000  ","select * from XCRedshift where specObjId 0x010ac9ae5fc00000  ",YES,Missing Comparison,=',Comparison Operator,7
"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr3/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ","SELECT  top  '<a target=INFO href=http://skyserver.sdss.org/dr3/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   ",YES,Missing Value,1,Value,3
"SELECT TOP 1_x000D_
 s.instrument, s.bossSpecObjID, px.seeing50, p.psffwhm_r, p.field, p.run, p.camcol, p.rowc_r, p.colc_r, p.rowc, p.colc, p.fracDeV_r, p.deVAB_r, p.deVPhi_r, s.specobjid, s.bestobjid, p.objid, s.plate, s.fiberid, p.insideMask, p.flags, p.sky_r, p.petroFlux_r, p.petroFluxIvar_r, p.fiber2Flux_r, p.petroRad_r, p.petroRadErr_r, p.petroR50_r, p.petroR50Err_r, p.petroR90_r, p.petroR90Err_r, p.deVRad_r, p.deVRadErr_r, p.deVFlux_r, p.deVFluxIvar_r, p.airmass_r, p.cloudCam_r, p.calibStatus_r, s.z, s.zErr, s.zWarning, s.class, s.z_noqso, s.zErr_noqso, s.zWarning_noqso, s.velDisp, s.velDispErr, s.velDispZ, s.velDispZErr, s.velDispChi2, s.velDispNPix, s.velDispDOF, s.snMedian_r, s.snMedian, s.chi68p, s.fracNSigma_1, s.fracNSigHi_1, s.fracNSigLo_1, s.spectroFlux_r, s.spectroSynFlux_r, s.spectroFluxIvar_r, s.spectroSynFluxIvar_r, p.expFlux_r, p.expAB_r, p.expRad_r, p.expPhi_r, p.psfFlux_r_x000D_
FROM PhotoObjAll AS p_x000D_
 JOIN SpecObjAll AS s ON s.bestobjid = p.objid JOIN PlateX AS px on px.plateID = s.plateID_x000D_
WHERE _x000D_
 s.scienceprimary = 1_x000D_
 AND s.ra BETWEEN 118.96459666666667 AND 118.96626333333333_x000D_
 AND s.dec BETWEEN 36.31451666666667 AND 36.316183333333335_x000D_
","SELECT TOP 1_x000D_
 s.instrument, s.bossSpecObjID, px.seeing50, p.psffwhm_r, p.field, p.run, p.camcol, p.rowc_r, p.colc_r, p.rowc, p.colc, p.fracDeV_r, p.deVAB_r, p.deVPhi_r, s.specobjid, s.bestobjid, p.objid, s.plate, s.fiberid, p.insideMask, p.flags, p.sky_r, p.petroFlux_r, p.petroFluxIvar_r, p.fiber2Flux_r, p.petroRad_r, p.petroRadErr_r, p.petroR50_r, p.petroR50Err_r, p.petroR90_r, p.petroR90Err_r, p.deVRad_r, p.deVRadErr_r, p.deVFlux_r, p.deVFluxIvar_r, p.airmass_r, p.cloudCam_r, p.calibStatus_r, s.z, s.zErr, s.zWarning, s.class, s.z_noqso, s.zErr_noqso, s.zWarning_noqso, s.velDisp, s.velDispErr, s.velDispZ, s.velDispZErr, s.velDispChi2, s.velDispNPix, s.velDispDOF, s.snMedian_r, s.snMedian, s.chi68p, s.fracNSigma_1, s.fracNSigHi_1, s.fracNSigLo_1, s.spectroFlux_r, s.spectroSynFlux_r, s.spectroFluxIvar_r, s.spectroSynFluxIvar_r, p.expFlux_r, p.expAB_r, p.expRad_r, p.expPhi_r, p.psfFlux_r_x000D_
FROM PhotoObjAll AS p_x000D_
 JOIN SpecObjAll AS s ON s.bestobjid = p.objid JOIN PlateX AS px on  = s.plateID_x000D_
WHERE _x000D_
 s.scienceprimary = 1_x000D_
 AND s.ra BETWEEN 118.96459666666667 AND 118.96626333333333_x000D_
 AND s.dec BETWEEN 36.31451666666667 AND 36.316183333333335_x000D_",YES,Missing Column,px.plateID,Column Name,88
"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field, s.z, s.plate, s.mjd, s.fiberID, s.specobjid, s.run2d FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=5047 AND s.mjd=55833 AND s.fiberid=40)","SELECT DISTINCT p.ra, p.dec, , p.run, p.rerun, p.camcol, p.field, s.z, s.plate, s.mjd, s.fiberID, s.specobjid, s.run2d FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=5047 AND s.mjd=55833 AND s.fiberid=40)",YES,Missing Column,p.objid',Column Name,5
